"","Status","Point","Responsible.Agency","Address","Request.Details"
"744","Closed","(37.754551942309, -122.468073571999)","DPW Ops Queue","411 NORIEGA ST, SAN FRANCISCO, CA, 94122","Blocking_sidewalk"
"745","Open","(37.752478946804, -122.416030482711)","DPW Ops Queue","3198 24TH ST, SAN FRANCISCO, CA, 94110","Lifted_sidewalk_tree_roots"
"746","Closed","(37.7783269285945, -122.396530480957)","DPW Ops Queue","Intersection of 4TH ST and BRANNAN ST","Other_enter_additional_details_below"
"747","Closed","(37.7316692815389, -122.47320317092)","DPW Ops Queue","Intersection of OCEAN AVE and WOODACRE DR","Blocking_signs"
"748","Closed","(37.7715711100068, -122.442187714166)","DPW Ops Queue","Intersection of PAGE ST and LYON ST","Blocking_signs"
"749","Closed","(37.7421405138452, -122.425813501265)","DPW Ops Queue","Intersection of CHENERY ST and 30TH ST","Fallen_tree"
"750","Open","(37.786400945115, -122.43398124292)","DPW Ops Queue","2400 FILLMORE ST, SAN FRANCISCO, CA, 94115","Lifted_sidewalk_tree_roots"
"751","Closed","(37.761586330959, -122.42570681591)","DPW Ops Queue","499 DOLORES ST, SAN FRANCISCO, CA, 94110","Pruning_request"
"752","Closed","(37.737785558844, -122.384577637462)","DPW Ops Queue","1399 HUDSON AVE, SAN FRANCISCO, CA, 94124","Pruning_request"
"753","Closed","(37.737488596829, -122.385727545184)","DPW BUF Queue","1433 INNES AVE, SAN FRANCISCO, CA, 94124","Weeding"
"754","Closed","(37.7369290667192, -122.410998157291)","DPW Ops Queue","Intersection of PUTNAM ST and TOMPKINS AVE","Other"
"755","Open","(37.748833208745, -122.419610854157)","DPW Ops Queue","3459 26TH ST, SAN FRANCISCO, CA, 94110","Lifted_sidewalk_tree_roots"
"756","Open","(37.790855455721, -122.434073268415)","DPW Ops Queue","2300 FILLMORE ST, SAN FRANCISCO, CA, 94115","Damaged_vandalism"
"757","Open","(37.7783269285945, -122.396530480957)","DPW Ops Queue","Intersection of 4TH ST and BRANNAN ST","Fallen_tree"
"758","Closed","(37.7128683741688, -122.472371116819)","DPW BUF Queue","Intersection of BROTHERHOOD WAY and JUNIPERO SERRA BLVD OFF RAMP","Weeding"
"759","Closed","(37.791172976829, -122.434434234904)","DPW Ops Queue","2327 FILLMORE ST, SAN FRANCISCO, CA, 94115","Other"
"760","Closed","(37.771105125684, -122.423840664901)","DPW Ops Queue","11 PEARL ST, SAN FRANCISCO, CA, 94103","Pruning_request"
"761","Closed","(37.798269699656, -122.40472759914)","DPW Ops Queue","450 BROADWAY, SAN FRANCISCO, CA, 94133","Other"
"762","Closed","(37.735611280482, -122.505591451635)","DPW Ops Queue","2940 SLOAT BLVD, SAN FRANCISCO, CA, 94116","Damaged_vandalism"
"763","Closed","(37.797210745178, -122.409109330801)","DPW Ops Queue","777 BROADWAY, SAN FRANCISCO, CA, 94133","Other"
"764","Closed","(37.797894039599, -122.405067655933)","DPW Ops Queue","479 BROADWAY, SAN FRANCISCO, CA, 94133","Other"
"765","Closed","(37.783440748538, -122.396262361631)","DPW Ops Queue","Intersection of HARRISON ST and HAWTHORNE ST","Blocking_traffic_signal"
"766","Closed","(37.753687605502, -122.425595315355)","DPW Ops Queue","986 DOLORES ST, SAN FRANCISCO, CA, 94110","Fallen_tree"
"767","Closed","(37.759421863814, -122.434680959926)","DPW Ops Queue","599 CASTRO ST, SAN FRANCISCO, CA, 94114","Dead_tree"
"768","Closed","(37.7117619174262, -122.46527026681)","RPD Natural Resources Queue","Intersection of ALEMANY BLVD and VICTORIA ST","Other"
"769","Closed","(37.761897726101, -122.416373279318)","DPW BUF Queue","3271 18TH ST, SAN FRANCISCO, CA, 94110","Sprinkler_system_issues"
"770","Closed","(37.7674257983889, -122.444731681669)","DPW Ops Queue","Intersection of FREDERICK ST and MASONIC AVE","Damaged_vandalism"
"771","Closed","(37.7673231026144, -122.445544941411)","DPW Ops Queue","Intersection of DELMAR ST and FREDERICK ST","Other"
"772","Closed","(37.7755581845793, -122.418658416618)","DPW Ops Queue","Intersection of 11TH ST and MARKET ST","Damaged_vandalism"
"773","Closed","(37.7523798578424, -122.442524644393)","DPW BUF Queue","Intersection of GRAND VIEW AVE and 23RD ST","Weeding"
"774","Closed","(37.7614270873961, -122.426076474954)","DPW Ops Queue","Intersection of 18TH ST and DOLORES ST","Damaged_vandalism"
"775","Open","(37.7588301350928, -122.415779178203)","DPW BUF Queue","Intersection of 20TH ST and SHOTWELL ST","Hanging_limb"
"776","Closed","(37.7438834567303, -122.383118297614)","DPW Ops Queue","Intersection of CARGO WAY and MENDELL ST","Restake_tree"
"777","Open","(37.7315740125774, -122.442020583893)","DPW BUF Queue","Intersection of CONGO ST and MONTEREY BLVD","Pruning_request"
"778","Closed","(37.7723030744672, -122.419671673178)","DPW Ops Queue","Intersection of BRADY ST and OTIS ST","Damaged_vandalism"
"779","Open","(37.711201424657, -122.461605788983)","DPW Ops Queue","281 SAGAMORE ST, SAN FRANCISCO, CA, 94112","Lifted_sidewalk_tree_roots"
"780","Open","(37.7529602570519, -122.452102012192)","DPW Ops Queue","Intersection of DELLBROOK AVE and GREENVIEW CT","Other"
"781","Closed","(37.7712297778856, -122.452241648513)","RPD GGP Queue","Intersection of OAK ST and SHRADER ST","Pruning_request"
"782","Open","(37.752153408614, -122.452563699907)","DPW Ops Queue","341 DELLBROOK AVE, SAN FRANCISCO, CA, 94131","Other"
"783","Open","(37.7960628514329, -122.428537864669)","DPW Ops Queue","Intersection of OCTAVIA ST and VALLEJO ST","Other"
"784","Open","(37.804483795701, -122.445863232993)","DPW Ops Queue","2016 JEFFERSON ST, SAN FRANCISCO, CA, 94123","Lifted_sidewalk_tree_roots"
"785","Closed","(37.7743275512172, -122.391634004632)","DPW Ops Queue","Intersection of 4TH ST and CHANNEL","Other"
"786","Closed","(37.721046161372, -122.42686064086)","DPW Ops Queue","298 MUNICH ST, SAN FRANCISCO, CA, 94112","Other"
"787","Closed","(37.78860783391, -122.414327588179)","DPW Ops Queue","840 SUTTER ST, SAN FRANCISCO, CA, 94109","Pruning_request"
"788","Closed","(37.749368822968, -122.415630273343)","DPW Ops Queue","1497 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","Backfill_tree_basin"
"789","Closed","(37.76461081553, -122.432915660402)","DPW Ops Queue","2298 MARKET ST, SAN FRANCISCO, CA, 94114","Other"
"790","Closed","(37.762504023624, -122.437046231855)","DPW Ops Queue","4082 17TH ST, SAN FRANCISCO, CA, 94114","Damaged_vandalism"
"791","Closed","(37.718312935669, -122.457725294034)","DPW Ops Queue","652 LAKEVIEW AVE, SAN FRANCISCO, CA, 94112","Restake_tree"
"792","Closed","(37.731679563663, -122.429339861181)","DPW BUF Queue","48 CAYUGA AVE, SAN FRANCISCO, CA, 94112","Weeding"
"793","Closed","(37.80196469672, -122.418847767899)","DPW Ops Queue","1055 LOMBARD ST, SAN FRANCISCO, CA, 94109","Blocking_sidewalk"
"794","Closed","(37.740544493608, -122.422046684566)","DPW BUF Queue","42 CORTLAND AVE, SAN FRANCISCO, CA, 94110","Pruning_request"
"795","Closed","(37.799545609157, -122.403980905656)","DPW BUF Queue","1120 MONTGOMERY ST, SAN FRANCISCO, CA, 94133","Fallen_tree"
"796","Closed","(37.778050975491, -122.408514542537)","DPW Ops Queue","10 MOSS ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"797","Closed","(37.777950119594, -122.408387840032)","DPW Ops Queue","14 MOSS ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"798","Closed","(37.709535890262, -122.461324104309)","DPW Ops Queue","163 DE LONG ST, SAN FRANCISCO, CA, 94112","Other_enter_additional_details_below"
"799","Closed","(37.778096112899, -122.40897942807)","DPW Ops Queue","1097 HOWARD ST, SAN FRANCISCO, CA, 94103","Damaged_vandalism"
"800","Open","(37.783213908731, -122.459347776141)","DPW Ops Queue","30 CLEMENT ST, SAN FRANCISCO, CA, 94118","Damaged_vandalism"
"801","Closed","(37.7612895823341, -122.428354118317)","DPW BUF Queue","Intersection of CHURCH ST and 18TH ST","Weeding"
"802","Closed","(37.739085355783, -122.460748372192)","DPW Ops Queue","65 MIRALOMA DR, SAN FRANCISCO, CA, 94127","Other"
"803","Closed","(37.789217514999, -122.43243118703)","DPW Ops Queue","2300 CALIFORNIA ST, SAN FRANCISCO, CA, 94115","Pruning_request"
"804","Closed","(37.7721890615688, -122.452437468461)","DPW Ops Queue","Intersection of FELL ST and SHRADER ST","About_to_fall"
"805","Open","(37.770843399688, -122.420663729244)","DPW Ops Queue","170 OTIS ST, SAN FRANCISCO, CA, 94103","Other"
"806","Closed","(37.763451345435, -122.389113987966)","DPW Ops Queue","2068 3RD ST, SAN FRANCISCO, CA, 94107","About_to_fall"
"807","Open","(37.785798140808, -122.473359824236)","RPD Park Service Area 1 Queue","123 14TH AVE, SAN FRANCISCO, CA, 94118","Other_enter_additional_details_below"
"808","Closed","(37.7310658120474, -122.474856650662)","DPW Ops Queue","Intersection of EUCALYPTUS DR and 19TH AVE","Blocking_traffic_signal"
"809","Closed","(37.7486923315519, -122.475016920321)","DPW Ops Queue","Intersection of QUINTARA ST and 18TH AVE","Blocking_signs"
"810","Closed","(37.748739397447, -122.47394572693)","DPW Ops Queue","Intersection of QUINTARA ST and 17TH AVE","Blocking_signs"
"811","Closed","(37.7485979888075, -122.477153763005)","DPW Ops Queue","Intersection of QUINTARA ST and 20TH AVE","Blocking_signs"
"812","Closed","(37.741425061532, -122.470104779125)","DPW Ops Queue","Intersection of ULLOA ST and 14TH AVE","Blocking_signs"
"813","Closed","(37.7413829636177, -122.471225812195)","DPW Ops Queue","Intersection of ULLOA ST and 15TH AVE","Blocking_signs"
"814","Closed","(37.762616333468, -122.446834853413)","DPW Ops Queue","1138 CLAYTON ST, SAN FRANCISCO, CA, 94117","Pruning_request"
"815","Closed","(37.7316047830811, -122.444302039357)","DPW Ops Queue","Intersection of DETROIT ST and MONTEREY BLVD","Pruning_request"
"816","Closed","(37.732197149531, -122.448988939858)","DPW Ops Queue","443 FOERSTER ST, SAN FRANCISCO, CA, 94127","Other"
"817","Closed","(37.769002406367, -122.448181646028)","DPW Ops Queue","1486 WALLER ST, SAN FRANCISCO, CA, 94117","Damaged_vandalism"
"818","Open","(37.744759048935, -122.433246623022)","DPW BUF Queue","483 28TH ST, SAN FRANCISCO, CA, 94131","Fallen_tree"
"819","Closed","(37.781605314783, -122.409432610163)","DPW Ops Queue","49 6TH ST, SAN FRANCISCO, CA, 94103","Other"
"820","Open","(37.783096962809, -122.415937853007)","DPW Ops Queue","257 HYDE ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"821","Closed","(37.7101137430905, -122.43756488247)","DPW BUF Queue","Intersection of PRAGUE ST and CURTIS ST","Shrubbery_blocking_visibility"
"822","Closed","(37.7534316141915, -122.425302497791)","DPW BUF Queue","Intersection of DOLORES ST and 23RD ST","Lawn_mowing"
"823","Open","(37.788909590982, -122.418655865842)","DPW Ops Queue","Intersection of BUSH ST and LARKIN ST","Damaged_vandalism"
"824","Closed","(37.739063112, -122.4546577)","RPD Natural Resources Queue","Mt. Davidson Park, , SAN FRANCISCO, CA, 94127","Damaged_vandalism"
"825","Closed","(37.737062476816, -122.490940871954)","RPD Park Service Area 4 Queue","580 CRESTLAKE DR, SAN FRANCISCO, CA, 94116","Hanging_limb"
"826","Closed","(37.7909198499237, -122.432561816968)","DPW Ops Queue","Intersection of CLAY ST and WEBSTER ST","Blocking_signs"
"827","Closed","(37.732951973098, -122.436236915201)","DPW - Bureau of Urban Forestry - G","188 LIPPARD AVE, SAN FRANCISCO, CA, 94131","Other"
"828","Closed","(37.751678918139, -122.451120668326)","DPW Ops Queue","119 KNOLLVIEW WAY, SAN FRANCISCO, CA, 94131","Hanging_limb"
"829","Open","(37.7615656185267, -122.423800580903)","DPW Ops Queue","Intersection of 18TH ST and GUERRERO ST","Other_enter_additional_details_below"
"830","Open","(37.785418057695, -122.439633254815)","DPW Ops Queue","2376 SUTTER ST, SAN FRANCISCO, CA, 94115","Other"
"831","Closed","(37.753774358501, -122.455537451548)","RPD NSA Queue","Intersection of CLARENDON AVE and PANORAMA DR","Blocking_sidewalk"
"832","Closed","(37.7419640057422, -122.428728446391)","RPD Park Service Area 5 Queue","Intersection of SANCHEZ ST and 30TH ST","About_to_fall"
"833","Open","(37.717882946676, -122.440128739574)","DPW Ops Queue","5036 MISSION ST, SAN FRANCISCO, CA, 94112","Other"
"834","Closed","(37.787053525975, -122.439721561202)","DPW Ops Queue","2673 PINE ST, SAN FRANCISCO, CA, 94115","Hanging_limb"
"835","Closed","(37.723036868867, -122.401642313786)","DPW Ops Queue","2643 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134","Other"
"836","Closed","(37.723040568109, -122.401643838037)","DPW Ops Queue","2633 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134","Other"
"837","Closed","(37.723812322772, -122.402354314305)","DPW Ops Queue","2629 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134","Other"
"838","Closed","(37.723063500294, -122.401653292749)","DPW Ops Queue","2571 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134","Other"
"839","Closed","(37.723065719664, -122.401654207282)","DPW Ops Queue","2565 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134","Other"
"840","Closed","(37.7288348546322, -122.404099866507)","DPW Ops Queue","Intersection of SAN BRUNO AVE and BURROWS ST","Other"
"841","Closed","(37.723074597078, -122.401657867695)","DPW Ops Queue","2541 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134","Other"
"842","Closed","(37.723095309911, -122.401666406741)","DPW Ops Queue","2485 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134","Other"
"843","Closed","(37.723096789784, -122.401667016426)","DPW Ops Queue","2481 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134","Other"
"844","Closed","(37.730037184334, -122.404592736685)","DPW Ops Queue","Intersection of SAN BRUNO AVE and FELTON ST","Other"
"845","Closed","(37.7667595744781, -122.418402776711)","DPW Ops Queue","Intersection of 15TH ST and NATOMA ST","Blocking_street_lights"
"846","Closed","(37.772964109981, -122.423654666754)","DPW Ops Queue","102 OCTAVIA ST, SAN FRANCISCO, CA, 94102","Other"
"847","Closed","(37.7338788867135, -122.492418132236)","DPW BUF Queue","Intersection of SLOAT BLVD and SUNSET BLVD OFF RAMP","Hanging_limb"
"848","Closed","(37.785134033415, -122.464763529512)","DPW BUF Queue","4400 CALIFORNIA ST, SAN FRANCISCO, CA, 94118","Weeding"
"849","Closed","(37.709212365065, -122.451647678327)","DPW BSM Queue","5840 MISSION ST, SAN FRANCISCO, CA, 94112","Pruning_request"
"850","Closed","(37.709212365065, -122.451647678327)","DPW BSM Queue","5840 MISSION ST, SAN FRANCISCO, CA, 94112","Pruning_request"
"851","Closed","(37.773795090216, -122.425548040042)","DPW Ops Queue","294 PAGE ST, SAN FRANCISCO, CA, 94102","Hanging_limb"
"852","Open","(37.736482429398, -122.392294402377)","DPW BUF Queue","1727 NEWCOMB AVE, SAN FRANCISCO, CA, 94124","Fallen_tree"
"853","Open","(37.747885206958, -122.445090807136)","DPW BUF Queue","940 BURNETT AVE, SAN FRANCISCO, CA, 94131","Other"
"854","Closed","(37.7293036142114, -122.433974390726)","DPW Ops Queue","Intersection of ALEMANY BLVD and TINGLEY ST","Other"
"855","Open","(37.779764978296, -122.437894495194)","DPW Ops Queue","Intersection of SEYMOUR ST and TURK ST","Pruning_request"
"856","Closed","(37.79438305111, -122.406518274182)","DPW Ops Queue","800 CLAY ST, SAN FRANCISCO, CA, 94108","Damaged_vandalism"
"857","Closed","(37.775159938829, -122.476787886957)","DPW Ops Queue","409 18TH AVE, SAN FRANCISCO, CA, 94121","Restake_tree"
"858","Open","(37.775874654442, -122.496542893566)","DPW Ops Queue","699 36TH AVE, SAN FRANCISCO, CA, 94121","Damaged_vandalism"
"859","Open","(37.773417387648, -122.405914568529)","DPW Ops Queue","930 BRYANT ST, SAN FRANCISCO, CA, 94103","Pruning_request"
"860","Open","(37.725992726912, -122.464556677434)","DPW Ops Queue","2001 OCEAN AVE, SAN FRANCISCO, CA, 94127","Dead_tree"
"861","Open","(37.73530919, -122.385269959)","DPW Ops Queue","Intersection of HILLVIEW CT and LINDSAY CIR","Damaged_vandalism"
"862","Closed","(37.780672633551, -122.405718928854)","DPW Ops Queue","939 HOWARD ST, SAN FRANCISCO, CA, 94103","Other"
"863","Closed","(37.7268209410153, -122.47237929479)","DPW Ops Queue","Intersection of JUNIPERO SERRA BLVD and WINSTON DR","Blocking_traffic_signal"
"864","Closed","(37.7216605161995, -122.471983331695)","DPW Ops Queue","Intersection of JUNIPERO SERRA BLVD and HOLLOWAY AVE","Blocking_traffic_signal"
"865","Open","(37.764663980083, -122.422159807273)","DPW Ops Queue","510 VALENCIA ST, SAN FRANCISCO, CA, 94110","Other"
"866","Closed","(37.768119790881, -122.43586049719)","DPW Ops Queue","60 CASTRO ST, SAN FRANCISCO, CA, 94114","Fallen_tree"
"867","Open","(37.7646380395689, -122.495475367833)","DPW BUF Queue","Intersection of 36TH AVE and LINCOLN WAY","Lawn_mowing"
"868","Closed","(37.748621333942, -122.415066776027)","DPW Ops Queue","1296 SHOTWELL ST, SAN FRANCISCO, CA, 94110","Fallen_tree"
"869","Open","(37.7423788076233, -122.38385051468)","DPW Ops Queue","Intersection of NEWHALL ST and MENDELL ST","Lifted_sidewalk_tree_roots"
"870","Closed","(37.771633244419, -122.414061669044)","DPW Ops Queue","1501 FOLSOM ST, SAN FRANCISCO, CA, 94103","Hanging_limb"
"871","Closed","(37.8062217555029, -122.423844668052)","DPW BUF Queue","Intersection of BEACH ST and POLK ST","Pruning_request"
"872","Closed","(37.736284405727, -122.434533494409)","DPW Ops Queue","2680 DIAMOND ST, SAN FRANCISCO, CA, 94131","Damaged_vandalism"
"873","Closed","(37.7122061354866, -122.410640942131)","DPW Ops Queue","Intersection of VISITACION AVE and SCHWERIN ST","Dead_tree"
"874","Closed","(37.711138641363, -122.452868914121)","DPW Ops Queue","180 LAWRENCE AVE, SAN FRANCISCO, CA, 94112","Property_damage"
"875","Closed","(37.7640908061458, -122.413002774074)","DPW Ops Queue","Intersection of 17TH ST and HARRISON ST","Other"
"876","Closed","(37.7751471409965, -122.419255494655)","RPD Park Patrol Queue","Intersection of MARKET ST and SOUTH VAN NESS AVE","Damaged_vandalism"
"877","Closed","(37.76559124196, -122.447024411678)","DPW Ops Queue","183 DOWNEY ST, SAN FRANCISCO, CA, 94117","Damaged_vandalism"
"878","Closed","(37.772296038628, -122.419188378575)","DPW Ops Queue","1600 MISSION ST, SAN FRANCISCO, CA, 94103","Pruning_request"
"879","Closed","(37.774230608802, -122.421699072756)","DPW Ops Queue","66 PAGE ST, SAN FRANCISCO, CA, 94102","Damaged_vandalism"
"880","Closed","(37.7595486241623, -122.483292276169)","DPW Ops Queue","Intersection of 25TH AVE and KIRKHAM ST","Pruning_request"
"881","Closed","(37.768119790881, -122.43586049719)","DPW Ops Queue","60 CASTRO ST, SAN FRANCISCO, CA, 94114","Fallen_tree"
"882","Open","(37.779440966875, -122.41022927392)","DPW Ops Queue","1081 MISSION ST, SAN FRANCISCO, CA, 94103","Lifted_sidewalk_tree_roots"
"883","Closed","(37.724173241085, -122.422979722967)","DPW Ops Queue","880 PERU AVE, SAN FRANCISCO, CA, 94112","Pruning_request"
"884","Open","(37.734509076834, -122.448435916624)","DPW BUF Queue","90 VERNA ST, SAN FRANCISCO, CA, 94127","Weeding"
"885","Closed","(37.7143669170179, -122.411315782462)","DPW Ops Queue","Intersection of RAYMOND AVE and ELLIOT ST","Empty_tree_basin"
"886","Closed","(37.7306902730701, -122.448860461582)","DPW Ops Queue","Intersection of FOERSTER ST and HEARST AVE","Pruning_request"
"887","Closed","(37.7398528135177, -122.469194173365)","DPW Ops Queue","Intersection of FOREST SIDE AVE and VICENTE ST","Pruning_request"
"888","Closed","(37.727785024001, -122.435544557316)","DPW BUF Queue","1532 ALEMANY BLVD, SAN FRANCISCO, CA, 94112","Blocking_street_lights"
"889","Closed","(37.752355126598, -122.414451793829)","DPW Ops Queue","3111 24TH ST, SAN FRANCISCO, CA, 94110","Other"
